,name,cmc,legalities,reprint,set,set_type,rarity,prices
3996,Null Caller,4.0,legal,True,cmr,draft_innovation,uncommon,0.01
3997,Nullhide Ferox,4.0,legal,False,grn,expansion,mythic,0.37
3998,Nullify,2.0,legal,False,bng,expansion,common,0.03
3999,"Nykthos, Shrine to Nyx",0.0,legal,False,ths,expansion,rare,24.53
4000,Nylea's Disciple,4.0,legal,False,ths,expansion,common,0.05
4001,Nylea's Emissary,4.0,legal,False,ths,expansion,uncommon,0.10
4002,Nylea's Forerunner,5.0,legal,False,thb,expansion,common,0.02
4003,Nylea's Huntmaster,4.0,legal,False,thb,expansion,common,0.01
4004,Nylea's Intervention,2.0,legal,False,thb,expansion,rare,0.49
4005,Nylea's Presence,2.0,legal,False,ths,expansion,common,0.09
4006,"Nylea, God of the Hunt",4.0,legal,False,ths,expansion,mythic,7.04
4007,"Nylea, Keen-Eyed",4.0,legal,False,thb,expansion,mythic,3.92
4008,Nyx Herald,3.0,legal,False,thb,expansion,uncommon,0.02
4009,Nyx Infusion,3.0,legal,False,jou,expansion,common,0.02
4010,Nyx Lotus,4.0,legal,False,thb,expansion,rare,4.24
4011,Nyx Weaver,3.0,legal,True,c20,commander,uncommon,0.22
4012,Nyx-Fleece Ram,2.0,legal,True,a25,masters,uncommon,0.36
4013,Nyxbloom Ancient,7.0,legal,False,thb,expansion,mythic,17.27
4014,Nyxborn Brute,5.0,legal,False,thb,expansion,common,0.01
4015,Nyxborn Colossus,6.0,legal,False,thb,expansion,common,0.01
4016,Nyxborn Courser,3.0,legal,False,thb,expansion,common,0.01
4017,Nyxborn Eidolon,2.0,legal,False,bng,expansion,common,0.02
4018,Nyxborn Marauder,4.0,legal,False,thb,expansion,common,0.01
4019,Nyxborn Rollicker,1.0,legal,False,bng,expansion,common,0.03
4020,Nyxborn Seaguard,4.0,legal,False,thb,expansion,common,0.01
4021,Nyxborn Shieldmate,1.0,legal,False,bng,expansion,common,0.05
4022,Nyxborn Triton,3.0,legal,False,bng,expansion,common,0.05
4023,Nyxborn Wolf,3.0,legal,False,bng,expansion,common,0.05
4024,Oak Street Innkeeper,3.0,legal,False,rtr,expansion,uncommon,0.13
4025,Tuinvale Treefolk // Oaken Boon,6.0,legal,False,eld,expansion,common,0.03
4026,Oakenform,3.0,legal,True,m20,core,common,0.53
4027,Oakhame Adversary,4.0,legal,False,eld,expansion,uncommon,0.23
4028,Oakhame Ranger // Bring Back,4.0,legal,False,eld,expansion,uncommon,0.05
4029,Oakheart Dryads,3.0,legal,False,jou,expansion,common,0.03
4030,Oashra Cultivator,1.0,legal,False,akh,expansion,common,0.05
4031,Oasis Ritualist,4.0,legal,False,hou,expansion,common,0.02
4032,Oath of Ajani,2.0,legal,False,aer,expansion,rare,0.60
4033,Oath of Chandra,2.0,legal,False,ogw,expansion,rare,0.22
4034,Oath of Gideon,3.0,legal,False,ogw,expansion,rare,0.31
4035,Oath of Jace,3.0,legal,False,ogw,expansion,rare,0.26
4036,Oath of Kaya,3.0,legal,False,war,expansion,rare,0.24
4037,Oath of Liliana,3.0,legal,False,emn,expansion,rare,0.36
4038,Oath of Teferi,5.0,legal,False,dom,expansion,rare,1.13
4039,Oath of the Ancient Wood,3.0,legal,False,m14,core,rare,0.18
4040,Oathsworn Knight,3.0,legal,False,eld,expansion,rare,0.13
4041,Oathsworn Vampire,2.0,legal,False,rix,expansion,uncommon,0.24
4042,Ob Nixilis Reignited,5.0,legal,True,c21,commander,mythic,0.45
4043,Ob Nixilis's Cruelty,3.0,legal,False,war,expansion,common,0.02
4044,"Ob Nixilis, Unshackled",6.0,legal,False,m15,core,rare,6.39
4045,"Ob Nixilis, the Hate-Twisted",5.0,legal,False,war,expansion,uncommon,0.30
4046,Obelisk Spider,3.0,legal,False,hou,expansion,uncommon,0.29
4047,Obelisk of Urd,6.0,legal,True,znc,commander,rare,3.16
4048,Consign // Oblivion,7.0,legal,False,hou,expansion,uncommon,0.24
4049,Oblivion Sower,6.0,legal,False,bfz,expansion,mythic,3.09
4050,Oblivion Strike,4.0,legal,False,ogw,expansion,common,0.06
4051,Obscuring Aether,1.0,legal,False,dtk,expansion,rare,0.24
4052,Observant Alseid,3.0,legal,False,ths,expansion,common,0.05
4053,Obsessive Skinner,2.0,legal,False,soi,expansion,uncommon,0.13
4054,Obzedat's Aid,5.0,legal,False,dgm,expansion,rare,0.22
4055,"Obzedat, Ghost Council",5.0,legal,True,mm3,masters,rare,1.38
4056,Ochran Assassin,3.0,legal,False,grn,expansion,uncommon,0.14
4057,Octoprophet,4.0,legal,True,jmp,draft_innovation,common,0.06
4058,"Odric, Lunarch Marshal",4.0,legal,True,cmr,draft_innovation,rare,0.23
4059,Odunos River Trawler,3.0,legal,False,bng,expansion,uncommon,0.06
4060,Ogre Battledriver,4.0,legal,True,ddn,duel_deck,rare,0.62
4061,Ogre Errant,4.0,legal,False,eld,expansion,common,0.01
4062,Ogre Jailbreaker,4.0,legal,True,mm3,masters,common,0.01
4063,Ogre Siegebreaker,4.0,legal,False,m20,core,uncommon,0.02
4064,Ogre Slumlord,5.0,legal,True,afc,commander,rare,0.28
4065,Ojutai Exemplars,4.0,legal,False,dtk,expansion,mythic,0.45
4066,Ojutai Interceptor,4.0,legal,False,dtk,expansion,common,0.02
4067,Ojutai Monument,3.0,legal,False,dtk,expansion,uncommon,0.18
4068,Ojutai's Breath,3.0,legal,True,ima,masters,common,0.03
4069,Ojutai's Command,4.0,legal,False,dtk,expansion,rare,0.31
4070,Ojutai's Summons,5.0,legal,False,dtk,expansion,common,0.02
4071,"Ojutai, Soul of Winter",7.0,legal,True,c17,commander,rare,0.41
4072,Oketra the True,4.0,legal,False,akh,expansion,mythic,4.14
4073,Oketra's Attendant,5.0,legal,False,akh,expansion,uncommon,0.10
4074,Oketra's Avenger,2.0,legal,False,hou,expansion,common,0.02
4075,Oketra's Last Mercy,3.0,legal,False,hou,expansion,rare,0.22
4076,Oketra's Monument,3.0,legal,False,akh,expansion,uncommon,1.48
4077,Oko's Accomplices,3.0,legal,False,eld,expansion,common,0.09
4078,Oko's Hospitality,5.0,legal,False,eld,expansion,rare,0.09
4079,"Oko, the Trickster",6.0,legal,False,eld,expansion,mythic,1.91
4080,Old-Growth Dryads,1.0,legal,False,xln,expansion,rare,0.14
4081,Olivia's Bloodsworn,2.0,legal,False,soi,expansion,uncommon,0.16
4082,Olivia's Dragoon,2.0,legal,True,uma,masters,common,0.07
4083,"Olivia, Mobilized for War",3.0,legal,False,soi,expansion,mythic,2.42
4084,Omen of the Dead,1.0,legal,False,thb,expansion,common,0.05
4085,Omen of the Forge,2.0,legal,False,thb,expansion,common,0.02
4086,Omen of the Hunt,3.0,legal,False,thb,expansion,common,0.08
4087,Omen of the Sea,2.0,legal,False,thb,expansion,common,0.11
4088,Omen of the Sun,3.0,legal,False,thb,expansion,common,0.05
4089,Omenspeaker,2.0,legal,True,cmr,draft_innovation,common,0.01
4090,Ominous Sphinx,5.0,legal,False,hou,expansion,uncommon,0.05
4091,"Omnath, Locus of Rage",7.0,legal,True,znc,commander,mythic,2.02
4092,"Omnath, Locus of the Roil",4.0,legal,False,m20,core,mythic,8.86
4093,Omniscience,10.0,legal,True,m19,core,mythic,13.73
4094,Omnispell Adept,5.0,legal,False,grn,expansion,rare,0.16
4095,Silverflame Squire // On Alert,2.0,legal,False,eld,expansion,common,0.01
4096,On Serra's Wings,4.0,legal,True,cmr,draft_innovation,uncommon,0.06
4097,Onakke Ogre,3.0,legal,True,m21,core,common,0.01
4098,Once and Future,4.0,legal,False,eld,expansion,uncommon,0.23
4099,Ondu Champion,4.0,legal,False,bfz,expansion,common,0.05
4100,Ondu Greathorn,4.0,legal,False,bfz,expansion,common,0.02
4101,Ondu Rising,2.0,legal,False,bfz,expansion,uncommon,0.02
4102,Ondu War Cleric,2.0,legal,False,ogw,expansion,common,0.03
4103,One Thousand Lashes,4.0,legal,False,gtc,expansion,uncommon,0.12
4104,One With the Wind,2.0,legal,False,xln,expansion,common,0.03
4105,Solitary Hunter // One of the Pack,4.0,legal,False,soi,expansion,common,0.09
4106,One with the Machine,4.0,legal,False,m19,core,rare,0.34
4107,One with the Stars,4.0,legal,False,thb,expansion,uncommon,0.05
4108,Ongoing Investigation,2.0,legal,False,soi,expansion,uncommon,0.17
4109,Onward // Victory,6.0,legal,False,akh,expansion,uncommon,0.09
4110,Ooze Flux,4.0,legal,False,gtc,expansion,rare,0.19
4111,Opal Lake Gatekeepers,4.0,legal,False,dgm,expansion,common,0.01
4112,Opaline Unicorn,3.0,legal,True,cn2,draft_innovation,common,0.13
4113,Open Fire,3.0,legal,False,hou,expansion,common,0.03
4114,Open into Wonder,2.0,legal,True,znc,commander,uncommon,0.26
4115,Open the Armory,2.0,legal,True,cmr,draft_innovation,uncommon,0.71
4116,Open the Gates,1.0,legal,False,rna,expansion,common,0.12
4117,Open the Graves,5.0,legal,True,mic,commander,rare,0.34
4118,Opportunistic Dragon,4.0,legal,True,afc,commander,rare,0.11
4119,Opportunity,6.0,legal,True,bbd,draft_innovation,uncommon,0.09
4120,Oppressive Rays,1.0,legal,True,m15,core,common,0.09
4121,Opt,1.0,legal,True,m21,core,common,0.10
4122,Opulent Palace,0.0,legal,True,c20,commander,uncommon,0.35
4123,Oracle of Bones,4.0,legal,False,bng,expansion,rare,0.14
4124,Oracle of Dust,5.0,legal,False,bfz,expansion,common,0.04
4125,Oracle's Insight,4.0,legal,True,bbd,draft_innovation,uncommon,0.08
4126,Oracle's Vault,4.0,legal,False,akh,expansion,rare,0.33
4127,Oran-Rief Hydra,6.0,legal,True,e01,archenemy,rare,0.53
4128,Oran-Rief Invoker,2.0,legal,True,ddr,duel_deck,common,0.06
4129,Orator of Ojutai,2.0,legal,True,c17,commander,uncommon,0.25
4130,Orazca Frillback,3.0,legal,True,jmp,draft_innovation,common,0.02
4131,Orazca Raptor,4.0,legal,False,rix,expansion,common,0.02
4132,Orazca Relic,3.0,legal,True,afc,commander,common,0.10
4133,Orbs of Warding,5.0,legal,False,ori,core,rare,0.57
4134,Orc Sureshot,4.0,legal,False,frf,expansion,uncommon,0.14
4135,Orchard Spirit,3.0,legal,True,ori,core,common,0.02
4136,Orcish Vandal,2.0,legal,True,2xm,masters,common,0.01
4137,Ordeal of Erebos,2.0,legal,False,ths,expansion,uncommon,0.09
4138,Ordeal of Heliod,2.0,legal,True,a25,masters,uncommon,0.21
4139,Ordeal of Nylea,2.0,legal,True,nec,commander,uncommon,0.25
4140,Ordeal of Purphoros,2.0,legal,False,ths,expansion,uncommon,0.07
4141,Ordeal of Thassa,2.0,legal,False,ths,expansion,uncommon,0.11
4142,Order of Midnight // Alter Fate,2.0,legal,False,eld,expansion,uncommon,0.09
4143,Ordruun Veteran,4.0,legal,False,gtc,expansion,uncommon,0.05
4144,Oread of Mountain's Blaze,2.0,legal,False,thb,expansion,common,0.01
4145,Oreskos Sun Guide,2.0,legal,False,bng,expansion,common,0.06
4146,Oreskos Swiftclaw,2.0,legal,True,m19,core,common,0.01
4147,"Westvale Abbey // Ormendahl, Profane Prince",0.0,legal,False,soi,expansion,rare,6.28
4148,Ornamental Courage,1.0,legal,False,kld,expansion,common,0.05
4149,Ornery Goblin,2.0,legal,True,jmp,draft_innovation,common,0.01
4150,Ornery Kudu,3.0,legal,False,akh,expansion,common,0.01
4151,Ornitharch,5.0,legal,False,bng,expansion,uncommon,0.04
4152,Ornithopter,0.0,legal,True,aer,expansion,uncommon,0.33
4153,Orzhov Charm,2.0,legal,False,gtc,expansion,uncommon,0.20
4154,Orzhov Cluestone,3.0,legal,True,c15,commander,common,0.16
4155,Orzhov Enforcer,2.0,legal,False,rna,expansion,uncommon,0.24
4156,Orzhov Guildgate,0.0,legal,True,war,expansion,common,0.21
4157,Orzhov Keyrune,3.0,legal,False,gtc,expansion,uncommon,0.14
4158,Orzhov Locket,3.0,legal,False,rna,expansion,common,0.19
4159,Orzhov Racketeers,5.0,legal,False,rna,expansion,uncommon,0.05
4160,Otepec Huntmaster,2.0,legal,False,xln,expansion,uncommon,0.54
4161,Otherworldly Outburst,1.0,legal,False,emn,expansion,common,0.10
4162,Outflank,1.0,legal,False,eld,expansion,common,0.01
4163,Outland Boar,4.0,legal,False,aer,expansion,uncommon,0.05
4164,Outland Colossus,5.0,legal,False,ori,core,rare,0.20
4165,Outlaws' Merriment,4.0,legal,False,eld,expansion,mythic,1.01
4166,Outmuscle,4.0,legal,False,eld,expansion,common,0.02
4167,Outnumber,1.0,legal,True,jmp,draft_innovation,common,0.10
4168,Outpost Siege,4.0,legal,True,afc,commander,rare,0.28
4169,Ovalchase Daredevil,4.0,legal,True,2xm,masters,uncommon,0.19
4170,Ovalchase Dragster,4.0,legal,False,kld,expansion,uncommon,0.14
4171,Overcome,5.0,legal,True,m20,core,uncommon,0.04
4172,Overflowing Insight,7.0,legal,False,xln,expansion,mythic,0.86
4173,Overgrown Armasaur,5.0,legal,False,rix,expansion,common,0.09
4174,Overgrown Tomb,0.0,legal,True,grn,expansion,rare,12.64
4175,Overgrowth Elemental,3.0,legal,False,m20,core,uncommon,0.08
4176,Overwhelm,7.0,legal,True,mm2,masters,uncommon,0.07
4177,Overwhelmed Apprentice,1.0,legal,False,eld,expansion,uncommon,0.21
4178,Overwhelming Denial,4.0,legal,False,ogw,expansion,rare,0.22
4179,Overwhelming Splendor,8.0,legal,False,hou,expansion,mythic,4.77
4180,"Oviya Pashiri, Sage Lifecrafter",1.0,legal,False,kld,expansion,rare,0.15
4181,Ox of Agonas,5.0,legal,True,nec,commander,mythic,2.50
4182,Pacification Array,1.0,legal,False,aer,expansion,uncommon,0.08
4183,Pacifism,2.0,legal,True,jmp,draft_innovation,common,0.04
4184,Pack Guardian,4.0,legal,False,soi,expansion,uncommon,0.15
4185,Pack Mastiff,2.0,legal,False,m20,core,common,0.01
4186,Pack Rat,2.0,legal,False,rtr,expansion,rare,2.13
4187,Pack's Favor,3.0,legal,False,grn,expansion,common,0.01
4188,"Padeem, Consul of Innovation",4.0,legal,False,kld,expansion,rare,1.75
4189,Pain Seer,2.0,legal,False,bng,expansion,rare,0.21
4190,Painful Lesson,3.0,legal,True,bbd,draft_innovation,common,0.13
4191,Painful Truths,3.0,legal,True,c20,commander,rare,0.36
4192,Painted Bluffs,0.0,legal,False,akh,expansion,common,0.12
4193,Palace Familiar,2.0,legal,False,dtk,expansion,common,0.07
4194,Palace Siege,5.0,legal,True,c17,commander,rare,1.15
4195,Paladin of Atonement,2.0,legal,False,rix,expansion,rare,0.25
4196,Paladin of the Bloodstained,4.0,legal,False,xln,expansion,common,0.02
4197,Pale Rider of Trostad,2.0,legal,False,soi,expansion,uncommon,0.09
4198,Palisade Giant,6.0,legal,False,rtr,expansion,rare,0.16
4199,"Palladia-Mors, the Ruiner",6.0,legal,False,m19,core,mythic,0.96
4200,Panharmonicon,4.0,legal,False,kld,expansion,rare,8.08
4201,Paradise Druid,2.0,legal,True,afc,commander,uncommon,0.23
4202,Paradox Engine,5.0,legal,False,aer,expansion,mythic,4.90
4203,Paradoxical Outcome,4.0,legal,False,kld,expansion,rare,0.50
4204,Paragon of Eternal Wilds,4.0,legal,False,m15,core,uncommon,0.17
4205,Paragon of Fierce Defiance,4.0,legal,False,m15,core,uncommon,0.15
4206,Paragon of Gathering Mists,4.0,legal,False,m15,core,uncommon,0.13
4207,Paragon of New Dawns,4.0,legal,False,m15,core,uncommon,0.17
4208,Paragon of Open Graves,4.0,legal,False,m15,core,uncommon,0.20
4209,Paralyzing Grasp,3.0,legal,True,rtr,expansion,common,0.01
4210,Paranoid Delusions,2.0,legal,False,gtc,expansion,common,0.10
4211,Paranoid Parish-Blade,3.0,legal,False,soi,expansion,uncommon,0.06
4212,Pardic Wanderer,6.0,legal,False,dom,expansion,common,0.02
4213,Parhelion II,8.0,legal,True,nec,commander,rare,0.55
4214,Parhelion Patrol,4.0,legal,False,grn,expansion,common,0.01
4215,Part the Waterveil,6.0,legal,False,bfz,expansion,mythic,2.10
4216,Passwall Adept,2.0,legal,False,grn,expansion,common,0.04
4217,Path of Bravery,3.0,legal,True,jmp,draft_innovation,rare,0.20
4218,Path of Discovery,4.0,legal,False,rix,expansion,rare,1.76
4219,"Path of Mettle // Metzali, Tower of Triumph",2.0,legal,False,rix,expansion,rare,0.34
4220,Pathmaker Initiate,2.0,legal,True,bbd,draft_innovation,common,0.01
4221,Pathway Arrows,1.0,legal,False,bfz,expansion,uncommon,0.11
4222,Patient Rebuilding,5.0,legal,False,m19,core,rare,0.59
4223,Patron of the Valiant,5.0,legal,True,cmr,draft_innovation,uncommon,0.01
4224,Pattern Matcher,4.0,legal,False,m20,core,uncommon,0.02
4225,Pause for Reflection,3.0,legal,False,grn,expansion,common,0.03
4226,Pay No Heed,1.0,legal,True,ddl,duel_deck,common,0.10
4227,Peace of Mind,2.0,legal,True,emn,expansion,uncommon,0.05
4228,Peacewalker Colossus,3.0,legal,True,nec,commander,rare,0.44
4229,Peak Eruption,3.0,legal,False,ths,expansion,uncommon,0.04
4230,Pearl Lake Ancient,7.0,legal,False,ktk,expansion,mythic,0.67
4231,Peel from Reality,2.0,legal,True,cmr,draft_innovation,common,0.02
4232,Peema Aether-Seer,4.0,legal,False,aer,expansion,uncommon,0.08
4233,Peema Outrider,4.0,legal,False,kld,expansion,common,0.02
4234,Pegasus Courser,3.0,legal,True,m19,core,common,0.01
4235,Pelakka Wurm,7.0,legal,True,m19,core,rare,0.13
4236,Pelt Collector,1.0,legal,False,grn,expansion,rare,0.95
4237,Pendulum of Patterns,2.0,legal,True,m19,core,common,0.12
4238,Pensive Minotaur,3.0,legal,False,jou,expansion,common,0.03
4239,Peregrination,4.0,legal,False,bng,expansion,uncommon,0.14
4240,Aberrant Researcher // Perfected Form,4.0,legal,False,soi,expansion,uncommon,0.09
4241,Perilous Predicament,5.0,legal,False,aer,expansion,uncommon,0.03
4242,Perilous Shadow,4.0,legal,False,rtr,expansion,common,0.02
4243,Perilous Vault,4.0,legal,False,m15,core,mythic,2.85
4244,Perilous Voyage,2.0,legal,False,xln,expansion,uncommon,0.08
4245,Permeating Mass,1.0,legal,False,emn,expansion,rare,0.22
4246,Perpetual Timepiece,2.0,legal,False,kld,expansion,uncommon,0.51
4247,Perplexing Chimera,5.0,legal,False,bng,expansion,rare,0.95
4248,Startled Awake // Persistent Nightmare,4.0,legal,False,soi,expansion,mythic,2.38
4249,Persistent Petitioners,2.0,legal,False,rna,expansion,common,1.87
4250,Pestilent Spirit,3.0,legal,False,rna,expansion,rare,0.29
4251,Brazen Borrower // Petty Theft,3.0,legal,False,eld,expansion,mythic,9.57
4252,Phalanx Formation,3.0,legal,False,jou,expansion,uncommon,0.10
4253,Phalanx Leader,2.0,legal,True,uma,masters,uncommon,0.16
4254,Phalanx Tactics,2.0,legal,False,thb,expansion,uncommon,0.02
4255,Phantom General,4.0,legal,True,ddk,duel_deck,uncommon,0.19
4256,Phantom Warrior,3.0,legal,True,m20,core,common,0.69
4257,Pharagax Giant,5.0,legal,False,bng,expansion,common,0.03
4258,Pharika's Chosen,1.0,legal,False,jou,expansion,common,0.13
4259,Pharika's Cure,2.0,legal,False,ths,expansion,common,0.05
4260,Pharika's Disciple,4.0,legal,False,ori,core,common,0.06
4261,Pharika's Libation,3.0,legal,False,thb,expansion,common,0.04
4262,Pharika's Mender,5.0,legal,True,cn2,draft_innovation,uncommon,0.10
4263,Pharika's Spawn,4.0,legal,False,thb,expansion,uncommon,0.03
4264,"Pharika, God of Affliction",3.0,legal,False,jou,expansion,mythic,3.33
4265,"Phenax, God of Deception",5.0,legal,False,bng,expansion,mythic,7.53
4266,Pheres-Band Brawler,6.0,legal,False,thb,expansion,uncommon,0.02
4267,Pheres-Band Centaurs,5.0,legal,False,ths,expansion,common,0.03
4268,Pheres-Band Raiders,6.0,legal,False,bng,expansion,uncommon,0.08
4269,Pheres-Band Thunderhoof,5.0,legal,False,jou,expansion,common,0.02
4270,Pheres-Band Tromper,4.0,legal,False,bng,expansion,common,0.02
4271,Pheres-Band Warchief,4.0,legal,False,jou,expansion,rare,0.14
4272,Phoenix of Ash,3.0,legal,False,thb,expansion,rare,0.15
4273,Phylactery Lich,3.0,legal,True,m19,core,rare,0.18
4274,Phyrexian Revoker,2.0,legal,True,2xm,masters,rare,1.24
4275,Phyrexian Scriptures,4.0,legal,False,dom,expansion,mythic,2.67
4276,Phytoburst,2.0,legal,False,dgm,expansion,common,0.10
4277,Phytotitan,6.0,legal,False,m15,core,rare,0.30
4278,Pia Nalaar,3.0,legal,True,c21,commander,rare,0.10
4279,Pia and Kiran Nalaar,4.0,legal,True,ddu,duel_deck,rare,0.24
4280,Pia's Revolution,3.0,legal,False,aer,expansion,rare,0.48
4281,Pick the Brain,3.0,legal,False,soi,expansion,uncommon,0.04
4282,Pieces of the Puzzle,3.0,legal,False,soi,expansion,common,0.22
4283,Pierce the Sky,2.0,legal,False,dom,expansion,common,0.01
4284,Pilfered Plans,3.0,legal,True,mm3,masters,common,0.10
4285,Pilfering Imp,1.0,legal,False,grn,expansion,uncommon,0.06
4286,Pilgrim of the Fires,7.0,legal,False,frf,expansion,uncommon,0.12
4287,Pilgrim's Eye,3.0,legal,True,c21,commander,common,0.02
4288,Pillar of Light,3.0,legal,False,m15,core,common,0.06
4289,Pillar of Origins,2.0,legal,False,xln,expansion,uncommon,0.78
4290,Pillar of War,3.0,legal,False,bng,expansion,uncommon,0.04
4291,Pillarfield Ox,4.0,legal,True,cns,draft_innovation,common,0.06
4292,Pin to the Earth,2.0,legal,False,jou,expansion,common,0.01
4293,Pine Walker,5.0,legal,False,ktk,expansion,uncommon,0.05
4294,Pinion Feast,5.0,legal,False,dtk,expansion,common,0.01
4295,Pinnacle of Rage,6.0,legal,False,bng,expansion,uncommon,0.02
4296,Pious Evangel // Wayward Disciple,3.0,legal,False,soi,expansion,uncommon,0.23
4297,Pious Interdiction,4.0,legal,False,xln,expansion,common,0.02
4298,Pious Wayfarer,1.0,legal,False,thb,expansion,common,0.02
4299,Piper of the Swarm,2.0,legal,True,afc,commander,rare,0.17
4300,Pirate's Cutlass,3.0,legal,True,cmr,draft_innovation,common,0.01
4301,Pirate's Pillage,4.0,legal,False,rix,expansion,uncommon,1.54
4302,Pirate's Prize,4.0,legal,False,xln,expansion,common,0.22
4303,Piston-Fist Cyclops,3.0,legal,False,grn,expansion,common,0.01
4304,Pit Fight,2.0,legal,False,gtc,expansion,common,0.09
4305,Pitchburn Devils,5.0,legal,True,m21,core,common,0.01
4306,Pithing Needle,1.0,legal,True,mid,expansion,rare,0.68
4307,Pitiless Gorgon,3.0,legal,False,grn,expansion,common,0.03
4308,Pitiless Horde,3.0,legal,False,dtk,expansion,rare,0.12
4309,Pitiless Plunderer,4.0,legal,False,rix,expansion,uncommon,13.15
4310,Pitiless Pontiff,2.0,legal,False,rna,expansion,uncommon,0.16
4311,Pitiless Vizier,4.0,legal,False,akh,expansion,common,0.01
4312,Plague Belcher,3.0,legal,False,akh,expansion,rare,5.27
4313,Plague Mare,3.0,legal,False,m19,core,uncommon,0.09
4314,Plague Wight,2.0,legal,False,rna,expansion,common,0.02
4315,Plaguecrafter,3.0,legal,True,afc,commander,uncommon,0.42
4316,Plains,0.0,legal,True,neo,expansion,common,0.42
4317,Planar Bridge,6.0,legal,False,aer,expansion,mythic,6.59
4318,Planar Cleansing,6.0,legal,True,m20,core,rare,0.22
4319,Planar Outburst,5.0,legal,True,znc,commander,rare,0.20
4320,Planewide Celebration,7.0,legal,False,war,expansion,rare,0.55
4321,Plasm Capture,4.0,legal,True,ddo,duel_deck,rare,0.81
4322,Plated Crusher,7.0,legal,True,bbd,draft_innovation,uncommon,0.09
4323,Plaza of Harmony,0.0,legal,False,rna,expansion,rare,0.28
4324,Plea for Guidance,6.0,legal,False,bng,expansion,rare,0.64
4325,Pledge of Unity,3.0,legal,False,war,expansion,uncommon,0.28
4326,Plummet,2.0,legal,True,mid,expansion,common,0.01
4327,Poison-Tip Archer,4.0,legal,True,khc,commander,uncommon,1.43
4328,Polis Crusher,4.0,legal,False,ths,expansion,rare,0.11
4329,Pollenbright Druid,2.0,legal,False,war,expansion,common,0.13
4330,"Polukranos, Unchained",4.0,legal,False,thb,expansion,mythic,1.34
4331,"Polukranos, World Eater",4.0,legal,False,ths,expansion,mythic,1.43
4332,Polymorphist's Jest,3.0,legal,True,c17,commander,rare,3.77
4333,Polymorphous Rush,3.0,legal,False,jou,expansion,rare,0.19
4334,Polyraptor,8.0,legal,False,rix,expansion,mythic,15.36
4335,Pontiff of Blight,6.0,legal,True,afc,commander,rare,0.22
4336,Ponyback Brigade,6.0,legal,False,ktk,expansion,common,0.06
4337,Pore Over the Pages,5.0,legal,False,soi,expansion,uncommon,0.10
4338,Port Town,0.0,legal,True,nec,commander,rare,
4339,Portal of Sanctuary,3.0,legal,False,m20,core,uncommon,0.09
4340,Portcullis Vine,1.0,legal,True,m21,core,common,0.03
4341,Portent of Betrayal,4.0,legal,True,cmr,draft_innovation,common,0.01
4342,Possessed Skaab,5.0,legal,False,ori,core,uncommon,0.22
4343,Possibility Storm,5.0,legal,False,dgm,expansion,rare,0.96
4344,Pounce,2.0,legal,False,xln,expansion,common,0.24
4345,Pouncing Cheetah,3.0,legal,True,jmp,draft_innovation,common,0.06
4346,Pouncing Lynx,2.0,legal,False,war,expansion,common,0.01
4347,Powerstone Shard,3.0,legal,False,dom,expansion,common,0.11
4348,Prairie Stream,0.0,legal,True,nec,commander,rare,0.33
4349,Prakhata Club Security,4.0,legal,True,bbd,draft_innovation,common,0.01
4350,Prakhata Pillar-Bug,3.0,legal,False,kld,expansion,common,0.01
4351,Precinct Captain,2.0,legal,True,e01,archenemy,rare,0.28
4352,Precise Strike,1.0,legal,False,aer,expansion,common,0.01
4353,Precision Bolt,3.0,legal,False,grn,expansion,common,0.17
4354,Precognition Field,4.0,legal,False,dom,expansion,rare,0.28
4355,Precognitive Perception,5.0,legal,False,rna,expansion,rare,0.24
4356,Predator's Rapport,3.0,legal,False,gtc,expansion,common,0.08
4357,Predatory Sliver,2.0,legal,False,m14,core,common,0.65
4358,Preeminent Captain,3.0,legal,True,m15,core,rare,0.30
4359,Prepare // Fight,6.0,legal,False,akh,expansion,rare,0.14
4360,Prescient Chimera,5.0,legal,True,jmp,draft_innovation,common,0.07
4361,Press for Answers,2.0,legal,False,soi,expansion,common,0.04
4362,Press into Service,5.0,legal,False,ogw,expansion,uncommon,0.09
4363,Press the Advantage,4.0,legal,True,e01,archenemy,uncommon,0.07
4364,Pressure Point,2.0,legal,True,znr,expansion,common,0.01
4365,Prey Upon,1.0,legal,True,uma,masters,common,0.05
4366,Price of Betrayal,1.0,legal,False,war,expansion,uncommon,0.09
4367,Price of Fame,4.0,legal,True,znc,commander,uncommon,0.26
4368,Prickleboar,5.0,legal,False,ori,core,common,0.02
4369,Pride Sovereign,3.0,legal,False,hou,expansion,rare,2.00
4370,Pride of Conquerors,2.0,legal,False,rix,expansion,uncommon,0.09
4371,Priest of Forgotten Gods,2.0,legal,False,rna,expansion,rare,3.01
4372,Priest of Iroas,1.0,legal,False,ths,expansion,common,0.01
4373,Priest of the Blood Rite,5.0,legal,True,ddr,duel_deck,rare,0.15
4374,Priest of the Wakening Sun,1.0,legal,False,xln,expansion,rare,0.26
4375,Primal Amulet // Primal Wellspring,4.0,legal,False,xln,expansion,rare,8.97
4376,Primal Druid,2.0,legal,False,emn,expansion,common,0.10
4377,Primal Visitation,5.0,legal,False,gtc,expansion,common,0.01
4378,Primal Amulet // Primal Wellspring,4.0,legal,False,xln,expansion,rare,8.97
4379,Prime Speaker Vannifar,4.0,legal,False,rna,expansion,mythic,2.65
